province,municipality,change_from_2019,category
Abra,Bangued,2980,Gainers
Abra,Bucay,1981,Gainers
Abra,La Paz,1332,Gainers
Abra,Lagangilang,1100,Gainers
Abra,Dolores,1096,Gainers
Abra,Lacub,863,Gainers
Abra,Danglas,509,Gainers
Abra,Pilar,458,Gainers
Abra,Lagayan,366,Gainers
Abra,Tubo,355,Gainers
Abra,Pidigan,347,Gainers
Abra,Sallapadan,305,Gainers
Abra,San Isidro,135,Gainers
Abra,Penarrubia,82,Gainers
Abra,Malibcong,71,Gainers
Abra,San Quintin,64,Gainers
Abra,Daguioman,63,Gainers
Abra,Bucloc,50,Gainers
Abra,Boliney,46,Gainers
Abra,Licuan-Baay,35,Gainers
Abra,Luba,30,Gainers
Abra,San Juan,15,Gainers
Abra,Tayum,3,Gainers
Abra,Langiden,-172,Losers
Abra,Manabo,-90,Losers
Abra,Villaviciosa,-68,Losers
Abra,Tineg,-57,Losers
Agusan Del Norte,Buenavista,6357,Gainers
Agusan Del Norte,Butuan City,1866,Gainers
Agusan Del Norte,Las Nieves,1641,Gainers
Agusan Del Norte,Santiago,1450,Gainers
Agusan Del Norte,Cabadbaran City,832,Gainers
Agusan Del Norte,Tubay,821,Gainers
Agusan Del Norte,Remedios T. Romualdez,735,Gainers
Agusan Del Norte,Carmen,616,Gainers
Agusan Del Norte,Nasipit,598,Gainers
Agusan Del Norte,Kitcharao,129,Gainers
Agusan Del Norte,Magallanes,124,Gainers
Agusan Del Norte,Jabonga,29,Gainers
Agusan Del Sur,Rosario,5811,Gainers
Agusan Del Sur,La Paz,4076,Gainers
Agusan Del Sur,Bayugan City,4070,Gainers
Agusan Del Sur,San Francisco,2752,Gainers
Agusan Del Sur,Esperanza,2641,Gainers
Agusan Del Sur,Sibagat,2130,Gainers
Agusan Del Sur,San Luis,2095,Gainers
Agusan Del Sur,Prosperidad,1586,Gainers
Agusan Del Sur,Loreto,880,Gainers
Agusan Del Sur,Talacogon,664,Gainers
Agusan Del Sur,Trento,133,Gainers
Agusan Del Sur,Veruela,-1496,Losers
Agusan Del Sur,Santa Josefa,-1094,Losers
Agusan Del Sur,Bunawan,-836,Losers
Aklan,New Washington,3476,Gainers
Aklan,Numancia,3307,Gainers
Aklan,Nabas,3104,Gainers
Aklan,Makato,3065,Gainers
Aklan,Ibajay,3054,Gainers
Aklan,Kalibo,2121,Gainers
Aklan,Tangalan,1729,Gainers
Aklan,Banga,1670,Gainers
Aklan,Batan,787,Gainers
Aklan,Madalag,620,Gainers
Aklan,Libacao,599,Gainers
Aklan,Lezo,520,Gainers
Aklan,Malinao,520,Gainers
Aklan,Buruanga,506,Gainers
Aklan,Altavas,326,Gainers
Aklan,Balete,-526,Losers
Aklan,Malay,-348,Losers
Albay,Legazpi City,22422,Gainers
Albay,Daraga,14635,Gainers
Albay,Ligao City,10355,Gainers
Albay,Tabaco City,8839,Gainers
Albay,Polangui,6419,Gainers
Albay,Guinobatan,6063,Gainers
Albay,Camalig,5052,Gainers
Albay,Oas,4676,Gainers
Albay,Tiwi,3822,Gainers
Albay,Malilipot,3605,Gainers
Albay,Bacacay,3008,Gainers
Albay,Santo Domingo,2959,Gainers
Albay,Malinao,2769,Gainers
Albay,Manito,2241,Gainers
Albay,Rapu-rapu,1353,Gainers
Albay,Pio Duran,750,Gainers
Albay,Jovellar,593,Gainers
Albay,Libon,53,Gainers
Antique,Sibalom,4393,Gainers
Antique,San Remigio,3531,Gainers
Antique,Caluya,3396,Gainers
Antique,San Jose,3268,Gainers
Antique,Hamtic,2411,Gainers
Antique,Culasi,1903,Gainers
Antique,Pandan,1691,Gainers
Antique,Tobias Fornier,1585,Gainers
Antique,Patnongon,936,Gainers
Antique,Tibiao,880,Gainers
Antique,Anini-y,875,Gainers
Antique,Valderrama,806,Gainers
Antique,Libertad,652,Gainers
Antique,Sebaste,522,Gainers
Antique,Bugasong,504,Gainers
Antique,Laua-an,451,Gainers
Antique,Belison,435,Gainers
Antique,Barbaza,70,Gainers
Apayao,Conner,2922,Gainers
Apayao,Luna,1275,Gainers
Apayao,Pudtol,1251,Gainers
Apayao,Kabugao,926,Gainers
Apayao,Calanasan,818,Gainers
Apayao,Flora,781,Gainers
Apayao,Santa Marcela,725,Gainers
Aurora,Dingalan,3128,Gainers
Aurora,San Luis,2021,Gainers
Aurora,Baler,2001,Gainers
Aurora,Maria Aurora,1603,Gainers
Aurora,Dipaculao,1051,Gainers
Aurora,Dilasag,1041,Gainers
Aurora,Casiguran,547,Gainers
Aurora,Dinalungan,231,Gainers
Basilan,Isabela City,12096,Gainers
Basilan,Hadji Mohammad Ajul,8354,Gainers
Basilan,Lantawan,7149,Gainers
Basilan,Maluso,4633,Gainers
Basilan,Al-Barka,4590,Gainers
Basilan,Tabuan-Lasa,4433,Gainers
Basilan,Tipo- Tipo,2825,Gainers
Basilan,Hadji Muhtamad,2504,Gainers
Basilan,Tuburan,2056,Gainers
Basilan,Sumisip,1392,Gainers
Basilan,Akbar,1333,Gainers
Basilan,Ungkaya Pukan,1318,Gainers
Basilan,Lamitan City,-99,Losers
Bataan,Mariveles,11343,Gainers
Bataan,Dinalupihan,7474,Gainers
Bataan,Hermosa,5572,Gainers
Bataan,Limay,4592,Gainers
Bataan,Samal,4157,Gainers
Bataan,Morong,3276,Gainers
Bataan,Orani,1833,Gainers
Bataan,Abucay,1406,Gainers
Bataan,Bagac,918,Gainers
Bataan,Pilar,317,Gainers
Bataan,Orion,301,Gainers
Bataan,Balanga City,-652,Losers
Batanes,Basco,635,Gainers
Batanes,Mahatao,265,Gainers
Batanes,Itbayat,194,Gainers
Batanes,Sabtang,154,Gainers
Batanes,Uyugan,109,Gainers
Batanes,Ivana,94,Gainers
Batangas,Lipa City,56695,Gainers
Batangas,Tanauan City,36767,Gainers
Batangas,Santo Tomas City,26253,Gainers
Batangas,Calaca,12187,Gainers
Batangas,San Jose,11578,Gainers
Batangas,Nasugbu,11102,Gainers
Batangas,Rosario,10637,Gainers
Batangas,San Juan,7557,Gainers
Batangas,Balayan,5967,Gainers
Batangas,Malvar,5938,Gainers
Batangas,Batangas City,5005,Gainers
Batangas,Mabini,4856,Gainers
Batangas,Bauan,4677,Gainers
Batangas,Laurel,4515,Gainers
Batangas,Calatagan,3887,Gainers
Batangas,Padre Garcia,3618,Gainers
Batangas,Taysan,3470,Gainers
Batangas,Taal,3265,Gainers
Batangas,Mataas na Kahoy,2798,Gainers
Batangas,Talisay,2590,Gainers
Batangas,San Luis,2511,Gainers
Batangas,Lobo,2038,Gainers
Batangas,Cuenca,1976,Gainers
Batangas,Lemery,1883,Gainers
Batangas,Lian,1802,Gainers
Batangas,Ibaan,1788,Gainers
Batangas,San Pascual,1642,Gainers
Batangas,Agoncillo,1627,Gainers
Batangas,Alitagtag,1450,Gainers
Batangas,Tuy,1116,Gainers
Batangas,Balete,1025,Gainers
Batangas,Santa Teresita,658,Gainers
Batangas,San Nicolas,-807,Losers
Batangas,Tingloy,-569,Losers
Benguet,La Trinidad,10206,Gainers
Benguet,Baguio City,2291,Gainers
Benguet,Buguias,2144,Gainers
Benguet,Itogon,2112,Gainers
Benguet,Kapangan,1721,Gainers
Benguet,Tublay,1557,Gainers
Benguet,Kabayan,1221,Gainers
Benguet,Kibungan,987,Gainers
Benguet,Bokod,648,Gainers
Benguet,Mankayan,590,Gainers
Benguet,Bakun,528,Gainers
Benguet,Sablan,485,Gainers
Benguet,Atok,324,Gainers
Benguet,Tuba,173,Gainers
Biliran,Biliran,944,Gainers
Biliran,Culaba,523,Gainers
Biliran,Almeria,501,Gainers
Biliran,Cabucgayan,375,Gainers
Biliran,Caibiran,341,Gainers
Biliran,Naval,302,Gainers
Biliran,Kawayan,-423,Losers
Biliran,Maripipi,-127,Losers
Bohol,Tagbilaran City,8579,Gainers
Bohol,Talibon,7101,Gainers
Bohol,Ubay,5769,Gainers
Bohol,Panglao,5271,Gainers
Bohol,Inabanga,3694,Gainers
Bohol,Dauis,3189,Gainers
Bohol,Buenavista,3036,Gainers
Bohol,Trinidad,2694,Gainers
Bohol,Tubigon,2354,Gainers
Bohol,San Miguel,2264,Gainers
Bohol,Alicia,2249,Gainers
Bohol,Valencia,2140,Gainers
Bohol,Getafe,2034,Gainers
Bohol,Carmen,1953,Gainers
Bohol,Jagna,1870,Gainers
Bohol,Balilihan,1771,Gainers
Bohol,Mabini,1668,Gainers
Bohol,Sierra Bullones,1607,Gainers
Bohol,Pilar,1574,Gainers
Bohol,Guindulman,1521,Gainers
Bohol,Sagbayan,1495,Gainers
Bohol,Clarin,1335,Gainers
Bohol,Dagohoy,1273,Gainers
Bohol,Catigbian,1270,Gainers
Bohol,Loboc,1225,Gainers
Bohol,Bien Unido,1101,Gainers
Bohol,Batuan,1045,Gainers
Bohol,Calape,954,Gainers
Bohol,Bilar,893,Gainers
Bohol,President Carlos P. Garcia,883,Gainers
Bohol,Danao,862,Gainers
Bohol,Antequera,834,Gainers
Bohol,Garcia Hernandez,809,Gainers
Bohol,Maribojoc,758,Gainers
Bohol,Duero,726,Gainers
Bohol,Corella,672,Gainers
Bohol,Loon,671,Gainers
Bohol,Cortes,670,Gainers
Bohol,Alburquerque,646,Gainers
Bohol,Candijay,602,Gainers
Bohol,Anda,461,Gainers
Bohol,Baclayon,390,Gainers
Bohol,Lila,339,Gainers
Bohol,San Isidro,255,Gainers
Bohol,Sevilla,210,Gainers
Bohol,Sikatuna,193,Gainers
Bohol,Dimiao,23,Gainers
Bohol,Loay,-51,Losers
Bukidnon,Malaybalay City,19609,Gainers
Bukidnon,Valencia City,18527,Gainers
Bukidnon,Impasug-ong,8872,Gainers
Bukidnon,San Fernando,6893,Gainers
Bukidnon,Manolo Fortich,6705,Gainers
Bukidnon,Talakag,6240,Gainers
Bukidnon,Maramag,5903,Gainers
Bukidnon,Lantapan,5444,Gainers
Bukidnon,Kitaotao,4941,Gainers
Bukidnon,Quezon,4776,Gainers
Bukidnon,Pangantucan,4420,Gainers
Bukidnon,Baungon,3545,Gainers
Bukidnon,Malitbog,3421,Gainers
Bukidnon,Damulog,3372,Gainers
Bukidnon,Libona,3339,Gainers
Bukidnon,Cabanglasan,2827,Gainers
Bukidnon,Kalilangan,2773,Gainers
Bukidnon,Kibawe,2567,Gainers
Bukidnon,Don Carlos,2198,Gainers
Bukidnon,Dangcagan,1909,Gainers
Bukidnon,Sumilao,1822,Gainers
Bukidnon,Kadingilan,-1,Losers
Bulacan,San Jose del Monte City,62747,Gainers
Bulacan,Pandi,45280,Gainers
Bulacan,Santa Maria,32174,Gainers
Bulacan,Marilao,24546,Gainers
Bulacan,Norzagaray,14758,Gainers
Bulacan,Baliuag,12893,Gainers
Bulacan,San Ildefonso,12424,Gainers
Bulacan,Malolos City,12021,Gainers
Bulacan,Bocaue,11991,Gainers
Bulacan,Guiguinto,11574,Gainers
Bulacan,San Miguel,10710,Gainers
Bulacan,Pulilan,6826,Gainers
Bulacan,Mecauayan City,6362,Gainers
Bulacan,Balagtas,6342,Gainers
Bulacan,Bustos,6321,Gainers
Bulacan,Bulacan,5548,Gainers
Bulacan,Dona Remedios Trinidad,5249,Gainers
Bulacan,San Rafael,4767,Gainers
Bulacan,Calumpit,4505,Gainers
Bulacan,Plaridel,4462,Gainers
Bulacan,Paombong,3706,Gainers
Bulacan,Angat,3351,Gainers
Bulacan,Hagonoy,2634,Gainers
Bulacan,Obando,-1761,Losers
Cagayan,Tuguegarao City,7501,Gainers
Cagayan,Penablanca,3666,Gainers
Cagayan,Baggao,3394,Gainers
Cagayan,Santa Ana,3006,Gainers
Cagayan,Solana,2937,Gainers
Cagayan,Buguey,2774,Gainers
Cagayan,Aparri,2690,Gainers
Cagayan,Gonzaga,2400,Gainers
Cagayan,Amulung,2224,Gainers
Cagayan,Gattaran,2070,Gainers
Cagayan,Claveria,2062,Gainers
Cagayan,Abulug,1995,Gainers
Cagayan,Piat,1938,Gainers
Cagayan,Enrile,1938,Gainers
Cagayan,Iguig,1926,Gainers
Cagayan,Ballesteros,1828,Gainers
Cagayan,Santo Nino,1362,Gainers
Cagayan,Tuao,1326,Gainers
Cagayan,Sanchez-Mira,1149,Gainers
Cagayan,Santa Teresita,986,Gainers
Cagayan,Lal-lo,853,Gainers
Cagayan,Camalaniugan,604,Gainers
Cagayan,Rizal,601,Gainers
Cagayan,Pamplona,423,Gainers
Cagayan,Allacapan,226,Gainers
Cagayan,Calayan,134,Gainers
Cagayan,Lasam,-455,Losers
Cagayan,Santa Praxedes,-419,Losers
Cagayan,Alcala,-145,Losers
Camarines Norte,Labo,8843,Gainers
Camarines Norte,Daet,8335,Gainers
Camarines Norte,Capalonga,4637,Gainers
Camarines Norte,Mercedes,4070,Gainers
Camarines Norte,Paracale,3864,Gainers
Camarines Norte,Vinzons,3538,Gainers
Camarines Norte,Basud,3068,Gainers
Camarines Norte,Santa Elena,2722,Gainers
Camarines Norte,Talisay,1970,Gainers
Camarines Norte,Jose Panganiban,1713,Gainers
Camarines Norte,San Vicente,1298,Gainers
Camarines Norte,San Lorenzo Ruiz,1011,Gainers
Camarines Sur,Naga City,16407,Gainers
Camarines Sur,Iriga City,11575,Gainers
Camarines Sur,Nabua,7598,Gainers
Camarines Sur,Tinambac,7027,Gainers
Camarines Sur,Goa,6778,Gainers
Camarines Sur,Pili,5912,Gainers
Camarines Sur,Bula,5714,Gainers
Camarines Sur,Tigaon,5339,Gainers
Camarines Sur,Buhi,4970,Gainers
Camarines Sur,Sipocot,4883,Gainers
Camarines Sur,Calabanga,4878,Gainers
Camarines Sur,Baao,4316,Gainers
Camarines Sur,Libmanan,4153,Gainers
Camarines Sur,Caramoan,3809,Gainers
Camarines Sur,San Jose,3795,Gainers
Camarines Sur,Ragay,3596,Gainers
Camarines Sur,Lagonoy,3482,Gainers
Camarines Sur,Garchitorena,2989,Gainers
Camarines Sur,Canaman,2964,Gainers
Camarines Sur,Bato,2952,Gainers
Camarines Sur,Sagnay,2871,Gainers
Camarines Sur,Minalabac,2865,Gainers
Camarines Sur,Ocampo,2863,Gainers
Camarines Sur,Pamplona,2741,Gainers
Camarines Sur,Lupi,2605,Gainers
Camarines Sur,Milaor,2456,Gainers
Camarines Sur,Pasacao,2230,Gainers
Camarines Sur,Del Gallego,2188,Gainers
Camarines Sur,Siruma,1824,Gainers
Camarines Sur,Presentacion,1700,Gainers
Camarines Sur,San Fernando,1602,Gainers
Camarines Sur,Cabusao,1542,Gainers
Camarines Sur,Camaligan,1114,Gainers
Camarines Sur,Balatan,954,Gainers
Camarines Sur,Gainza,742,Gainers
Camarines Sur,Bombon,699,Gainers
Camarines Sur,Magarao,320,Gainers
Camiguin,Mambajao,2741,Gainers
Camiguin,Mahinog,508,Gainers
Camiguin,Guinsiliban,-265,Losers
Camiguin,Sagay,-146,Losers
Camiguin,Catarman,-37,Losers
Capiz,Roxas City,8474,Gainers
Capiz,Dumarao,2951,Gainers
Capiz,Pontevedra,2264,Gainers
Capiz,Ma-ayon,1958,Gainers
Capiz,Tapaz,1593,Gainers
Capiz,President Roxas,1527,Gainers
Capiz,Panay,1166,Gainers
Capiz,Ivisan,1085,Gainers
Capiz,Sigma,1064,Gainers
Capiz,Pilar,1024,Gainers
Capiz,Panitan,932,Gainers
Capiz,Dao,830,Gainers
Capiz,Jamindan,726,Gainers
Capiz,Cuartero,691,Gainers
Capiz,Mambusao,166,Gainers
Capiz,Sapi-an,164,Gainers
Capiz,Dumalag,-485,Losers
Catanduanes,Virac,2467,Gainers
Catanduanes,Pandan,1249,Gainers
Catanduanes,Caramoran,750,Gainers
Catanduanes,Panganiban,271,Gainers
Catanduanes,San Andres,212,Gainers
Catanduanes,Bato,111,Gainers
Catanduanes,Gigmoto,90,Gainers
Catanduanes,Baras,-358,Losers
Catanduanes,Bagamanoc,-216,Losers
Catanduanes,Viga,-156,Losers
Catanduanes,San Miguel,-21,Losers
Cavite,General Trias City,43785,Gainers
Cavite,Dasmarinas City,43736,Gainers
Cavite,Trece Martires City,36764,Gainers
Cavite,Naic,34504,Gainers
Cavite,Tanza,27690,Gainers
Cavite,Imus City,22914,Gainers
Cavite,Silang,22259,Gainers
Cavite,Kawit,16605,Gainers
Cavite,Carmona,12630,Gainers
Cavite,Bacoor City,6378,Gainers
Cavite,Rosario,5223,Gainers
Cavite,Maragondon,4651,Gainers
Cavite,Noveleta,4139,Gainers
Cavite,General Emilio Aguinaldo,3384,Gainers
Cavite,Tagaytay City,2769,Gainers
Cavite,Alfonso,2759,Gainers
Cavite,Magallanes,2523,Gainers
Cavite,Mendez,2306,Gainers
Cavite,Amadeo,2036,Gainers
Cavite,Ternate,1914,Gainers
Cavite,General Mariano Alvarez,250,Gainers
Cavite,Cavite City,-543,Losers
Cavite,Indang,-213,Losers
Cebu,Lapu-lapu City,63171,Gainers
Cebu,Talisay City,16786,Gainers
Cebu,Minglanilla,16012,Gainers
Cebu,Consolacion,15277,Gainers
Cebu,Liloan,14685,Gainers
Cebu,Cordova,14098,Gainers
Cebu,Carcar City,12737,Gainers
Cebu,Toledo City,12046,Gainers
Cebu,Naga City,11987,Gainers
Cebu,Cebu City,11861,Gainers
Cebu,Mandaue City,10762,Gainers
Cebu,Barili,8750,Gainers
Cebu,Dalaguete,8673,Gainers
Cebu,San Francisco,7389,Gainers
Cebu,Compostela,6797,Gainers
Cebu,Argao,6590,Gainers
Cebu,Danao City,6308,Gainers
Cebu,Carmen,5588,Gainers
Cebu,Medellin,5247,Gainers
Cebu,Pinamungajan,4406,Gainers
Cebu,Bantayan,4344,Gainers
Cebu,Madridejos,4322,Gainers
Cebu,San Remigio,3852,Gainers
Cebu,Bogo City,3811,Gainers
Cebu,Poro,3656,Gainers
Cebu,Catmon,3586,Gainers
Cebu,Sibonga,3522,Gainers
Cebu,Santa Fe,3433,Gainers
Cebu,Daanbantayan,3423,Gainers
Cebu,Dumanjug,3171,Gainers
Cebu,Badian,3041,Gainers
Cebu,Asturias,2918,Gainers
Cebu,San Fernando,2891,Gainers
Cebu,Sogod,2618,Gainers
Cebu,Borbon,2380,Gainers
Cebu,Moalboal,2091,Gainers
Cebu,Tabogon,1952,Gainers
Cebu,Balamban,1917,Gainers
Cebu,Alcoy,1890,Gainers
Cebu,Tabuelan,1506,Gainers
Cebu,Alcantara,1384,Gainers
Cebu,Santander,1092,Gainers
Cebu,Alegria,949,Gainers
Cebu,Samboan,845,Gainers
Cebu,Malabuyoc,815,Gainers
Cebu,Boljoon,775,Gainers
Cebu,Oslob,596,Gainers
Cebu,Tudela,521,Gainers
Cebu,Pilar,296,Gainers
Cebu,Ronda,162,Gainers
Cebu,Tuburan,-780,Losers
Cebu,Aloguinsan,-766,Losers
Cebu,Ginatilan,-223,Losers
Compostela Valley/Davao De Oro,Pantukan,13896,Gainers
Compostela Valley/Davao De Oro,Maco,12171,Gainers
Compostela Valley/Davao De Oro,Monkayo,9371,Gainers
Compostela Valley/Davao De Oro,Laak,8020,Gainers
Compostela Valley/Davao De Oro,Compostela,7916,Gainers
Compostela Valley/Davao De Oro,Nabunturan,7793,Gainers
Compostela Valley/Davao De Oro,Maragusan,7384,Gainers
Compostela Valley/Davao De Oro,Montevista,5571,Gainers
Compostela Valley/Davao De Oro,Mabini,5194,Gainers
Compostela Valley/Davao De Oro,New Bataan,4642,Gainers
Compostela Valley/Davao De Oro,Mawab,3490,Gainers
Davao Del Norte,Panabo City,24220,Gainers
Davao Del Norte,Tagum City,23132,Gainers
Davao Del Norte,Island Garden City of Samal,17314,Gainers
Davao Del Norte,Santo Tomas,10714,Gainers
Davao Del Norte,Carmen,7694,Gainers
Davao Del Norte,Asuncion,6117,Gainers
Davao Del Norte,Braulio E. Dujali,5748,Gainers
Davao Del Norte,Kapalong,5360,Gainers
Davao Del Norte,New Corella,4965,Gainers
Davao Del Norte,Talaingod,4172,Gainers
Davao Del Norte,San Isidro,2370,Gainers
Davao Del Sur,Davao City,21988,Gainers
Davao Del Sur,Bansalan,7963,Gainers
Davao Del Sur,Santa Cruz,7731,Gainers
Davao Del Sur,Digos City,6782,Gainers
Davao Del Sur,Sulop,4131,Gainers
Davao Del Sur,Magsaysay,3519,Gainers
Davao Del Sur,Matanao,3236,Gainers
Davao Del Sur,Hagonoy,2638,Gainers
Davao Del Sur,Kiblawan,1848,Gainers
Davao Del Sur,Malalag,1219,Gainers
Davao Del Sur,Padada,574,Gainers
Davao Occidental,Jose Abad Santos,10785,Gainers
Davao Occidental,Malita,6751,Gainers
Davao Occidental,Santa Maria,2291,Gainers
Davao Occidental,Sarangani,1992,Gainers
Davao Occidental,Don Marcelino,1226,Gainers
Davao Oriental,Mati City,19554,Gainers
Davao Oriental,Governor Generoso,7160,Gainers
Davao Oriental,Baganga,6568,Gainers
Davao Oriental,Caraga,6236,Gainers
Davao Oriental,Tarragona,5886,Gainers
Davao Oriental,Cateel,5812,Gainers
Davao Oriental,Banaybanay,4526,Gainers
Davao Oriental,San Isidro,3987,Gainers
Davao Oriental,Manay,3959,Gainers
Davao Oriental,Lupon,3335,Gainers
Davao Oriental,Boston,1126,Gainers
Dinagat Islands,Libjo,910,Gainers
Dinagat Islands,Tubajon,795,Gainers
Dinagat Islands,Dinagat,748,Gainers
Dinagat Islands,Cagdianao,340,Gainers
Dinagat Islands,San Jose,142,Gainers
Dinagat Islands,Loreto,126,Gainers
Dinagat Islands,Basilisa,-183,Losers
Eastern Samar,Borongan City,4801,Gainers
Eastern Samar,Dolores,3588,Gainers
Eastern Samar,Oras,3478,Gainers
Eastern Samar,Can-Avid,1835,Gainers
Eastern Samar,Jipapad,1139,Gainers
Eastern Samar,San Policarpo,812,Gainers
Eastern Samar,Mercedes,734,Gainers
Eastern Samar,Guiuan,695,Gainers
Eastern Samar,Salcedo,693,Gainers
Eastern Samar,General MacArthur,643,Gainers
Eastern Samar,Maydolong,581,Gainers
Eastern Samar,Lawaan,568,Gainers
Eastern Samar,Taft,492,Gainers
Eastern Samar,Hernani,473,Gainers
Eastern Samar,Sulat,418,Gainers
Eastern Samar,Giporlos,415,Gainers
Eastern Samar,Balangkayan,323,Gainers
Eastern Samar,Balangiga,282,Gainers
Eastern Samar,Maslog,6,Gainers
Eastern Samar,San Julian,1,Gainers
Eastern Samar,Arteche,-739,Losers
Eastern Samar,Llorente,-379,Losers
Eastern Samar,Quinapondan,-7,Losers
Guimaras,Buenavista,1817,Gainers
Guimaras,Jordan,1764,Gainers
Guimaras,San Lorenzo,1100,Gainers
Guimaras,Sibunag,700,Gainers
Guimaras,Nueva Valencia,11,Gainers
Ifugao,Alfonso Lista,2993,Gainers
Ifugao,Lagawe,1880,Gainers
Ifugao,Tinoc,1787,Gainers
Ifugao,Banaue,1484,Gainers
Ifugao,Lamut,1460,Gainers
