province,municipality,change_from_2019,category
Northern Samar,Biri,799,Gainers
Northern Samar,Lope de Vega,637,Gainers
Northern Samar,Victoria,621,Gainers
Northern Samar,Allen,548,Gainers
Northern Samar,Pambujan,512,Gainers
Northern Samar,Capul,420,Gainers
Northern Samar,Bobon,383,Gainers
Northern Samar,San Antonio,226,Gainers
Northern Samar,San Jose,218,Gainers
Northern Samar,Laoang,-3089,Losers
Northern Samar,Las Navas,-1699,Losers
Northern Samar,San Isidro,-1531,Losers
Northern Samar,Mapanas,-893,Losers
Northern Samar,Lavezares,-744,Losers
Northern Samar,Lapinig,-506,Losers
Northern Samar,Silvino Lobos,-416,Losers
Northern Samar,San Vicente,-196,Losers
Northern Samar,Gamay,-146,Losers
Northern Samar,San Roque,-125,Losers
Northern Samar,Palapag,-114,Losers
Nueva Ecija,Cabanatuan City,27291,Gainers
Nueva Ecija,Talavera,15652,Gainers
Nueva Ecija,Santa Rosa,10480,Gainers
Nueva Ecija,Guimba,9450,Gainers
Nueva Ecija,Cabiao,9107,Gainers
Nueva Ecija,Gapan City,9043,Gainers
Nueva Ecija,General Tinio,7793,Gainers
Nueva Ecija,Aliaga,6856,Gainers
Nueva Ecija,Jaen,6500,Gainers
Nueva Ecija,Bongabon,5226,Gainers
Nueva Ecija,Laur,4743,Gainers
Nueva Ecija,San Leonardo,4480,Gainers
Nueva Ecija,Pantabangan,4425,Gainers
Nueva Ecija,San Jose City,4104,Gainers
Nueva Ecija,General Mamerto Natividad,4033,Gainers
Nueva Ecija,Gabaldon,3443,Gainers
Nueva Ecija,Penaranda,2933,Gainers
Nueva Ecija,Science City of Munoz,2584,Gainers
Nueva Ecija,Santo Domingo,2495,Gainers
Nueva Ecija,Cuyapo,2479,Gainers
Nueva Ecija,Lupao,2425,Gainers
Nueva Ecija,San Isidro,2217,Gainers
Nueva Ecija,Talugtug,2042,Gainers
Nueva Ecija,Quezon,2032,Gainers
Nueva Ecija,Carranglan,2027,Gainers
Nueva Ecija,Zaragoza,1704,Gainers
Nueva Ecija,San Antonio,1600,Gainers
Nueva Ecija,Rizal,1452,Gainers
Nueva Ecija,Nampicuan,953,Gainers
Nueva Ecija,Licab,598,Gainers
Nueva Ecija,Palayan City,-420,Losers
Nueva Ecija,Llanera,-31,Losers
Nueva Vizcaya,Bayombong,6091,Gainers
Nueva Vizcaya,Kasibu,2278,Gainers
Nueva Vizcaya,Dupax del Norte,2054,Gainers
Nueva Vizcaya,Bambang,1858,Gainers
Nueva Vizcaya,Bagabag,1816,Gainers
Nueva Vizcaya,Solano,1678,Gainers
Nueva Vizcaya,Kayapa,1487,Gainers
Nueva Vizcaya,Santa Fe,1456,Gainers
Nueva Vizcaya,Dupax del Sur,1051,Gainers
Nueva Vizcaya,Ambaguio,1033,Gainers
Nueva Vizcaya,Diadi,972,Gainers
Nueva Vizcaya,Quezon,877,Gainers
Nueva Vizcaya,Alfonso Castaneda,836,Gainers
Nueva Vizcaya,Villaverde,403,Gainers
Nueva Vizcaya,Aritao,302,Gainers
Occidental Mindoro,Sablayan,9727,Gainers
Occidental Mindoro,San Jose,6906,Gainers
Occidental Mindoro,Magsaysay,3212,Gainers
Occidental Mindoro,Rizal,3009,Gainers
Occidental Mindoro,Paluan,2858,Gainers
Occidental Mindoro,Mamburao,2461,Gainers
Occidental Mindoro,Abra De Ilog,2017,Gainers
Occidental Mindoro,Calintaan,1064,Gainers
Occidental Mindoro,Santa Cruz,850,Gainers
Occidental Mindoro,Lubang,7,Gainers
Occidental Mindoro,Looc,-365,Losers
Oriental Mindoro,Calapan City,12722,Gainers
Oriental Mindoro,Roxas,7500,Gainers
Oriental Mindoro,Mansalay,5030,Gainers
Oriental Mindoro,Bulalacao,4941,Gainers
Oriental Mindoro,Bongabong,3960,Gainers
Oriental Mindoro,Baco,3488,Gainers
Oriental Mindoro,Pinamalayan,3481,Gainers
Oriental Mindoro,Naujan,3050,Gainers
Oriental Mindoro,Bansud,2635,Gainers
Oriental Mindoro,Gloria,2407,Gainers
Oriental Mindoro,Socorro,2150,Gainers
Oriental Mindoro,Pola,2011,Gainers
Oriental Mindoro,Victoria,1486,Gainers
Oriental Mindoro,Puerto Galera,789,Gainers
Oriental Mindoro,San Teodoro,409,Gainers
Palawan,Puerto Princesa City,27944,Gainers
Palawan,Taytay,8778,Gainers
Palawan,Bataraza,8751,Gainers
Palawan,Brooke's Point,8645,Gainers
Palawan,Coron,8540,Gainers
Palawan,El Nido,7458,Gainers
Palawan,Rizal,7360,Gainers
Palawan,Narra,6091,Gainers
Palawan,Quezon,4330,Gainers
Palawan,Roxas,4318,Gainers
Palawan,San Vicente,3827,Gainers
Palawan,Aborlan,3598,Gainers
Palawan,Sofronio Espanola,3072,Gainers
Palawan,Busuanga,1711,Gainers
Palawan,Culion,1540,Gainers
Palawan,Dumaran,1317,Gainers
Palawan,Balabac,1024,Gainers
Palawan,Linapacan,665,Gainers
Palawan,Araceli,610,Gainers
Palawan,Kalayaan,428,Gainers
Palawan,Cuyo,209,Gainers
Palawan,Agutaya,188,Gainers
Palawan,Cagayancillo,120,Gainers
Palawan,Magsaysay,46,Gainers
Pampanga,San Fernando City,42884,Gainers
Pampanga,Mabalacat City,31281,Gainers
Pampanga,Mexico,19143,Gainers
Pampanga,Magalang,15980,Gainers
Pampanga,Porac,14024,Gainers
Pampanga,Angeles City,12998,Gainers
Pampanga,Lubao,10895,Gainers
Pampanga,Floridablanca,9728,Gainers
Pampanga,Candaba,9231,Gainers
Pampanga,Apalit,7856,Gainers
Pampanga,Arayat,7442,Gainers
Pampanga,San Simon,6884,Gainers
Pampanga,Santo Tomas,6277,Gainers
Pampanga,Santa Ana,4205,Gainers
Pampanga,Santa Rita,3542,Gainers
Pampanga,San Luis,3456,Gainers
Pampanga,Minalin,2577,Gainers
Pampanga,Masantol,2343,Gainers
Pampanga,Guagua,1898,Gainers
Pampanga,Sasmuan,1430,Gainers
Pampanga,Bacolor,611,Gainers
Pampanga,Macabebe,-199,Losers
Pangasinan,Dagupan City,25317,Gainers
Pangasinan,San Carlos City,15023,Gainers
Pangasinan,Urdaneta City,14509,Gainers
Pangasinan,Bayambang,9472,Gainers
Pangasinan,Bugallon,9372,Gainers
Pangasinan,Malasiqui,8564,Gainers
Pangasinan,Lingayen,8200,Gainers
Pangasinan,Urbiztondo,7482,Gainers
Pangasinan,Calasiao,6443,Gainers
Pangasinan,Alaminos City,5858,Gainers
Pangasinan,Santa Barbara,5766,Gainers
Pangasinan,Sual,5398,Gainers
Pangasinan,Umingan,5141,Gainers
Pangasinan,Mangatarem,4866,Gainers
Pangasinan,Bolinao,4680,Gainers
Pangasinan,San Fabian,4554,Gainers
Pangasinan,Mangaldan,4456,Gainers
Pangasinan,Aguilar,3623,Gainers
Pangasinan,Basista,3491,Gainers
Pangasinan,Mapandan,3464,Gainers
Pangasinan,Tayug,3438,Gainers
Pangasinan,Pozorrubio,3327,Gainers
Pangasinan,Manaoag,2739,Gainers
Pangasinan,Villasis,2623,Gainers
Pangasinan,Sison,2595,Gainers
Pangasinan,Bautista,2431,Gainers
Pangasinan,Alcala,2297,Gainers
Pangasinan,Santa Maria,2249,Gainers
Pangasinan,Asingan,2214,Gainers
Pangasinan,San Jacinto,2185,Gainers
Pangasinan,San Quintin,2126,Gainers
Pangasinan,San Manuel,2070,Gainers
Pangasinan,Rosales,2049,Gainers
Pangasinan,Agno,1998,Gainers
Pangasinan,Laoac,1854,Gainers
Pangasinan,Binalonan,1837,Gainers
Pangasinan,Burgos,1750,Gainers
Pangasinan,Binmaley,1615,Gainers
Pangasinan,Labrador,1579,Gainers
Pangasinan,Natividad,1465,Gainers
Pangasinan,Bani,1415,Gainers
Pangasinan,Mabini,1384,Gainers
Pangasinan,Balungao,1367,Gainers
Pangasinan,Santo Tomas,1353,Gainers
Pangasinan,Infanta,1324,Gainers
Pangasinan,San Nicolas,1262,Gainers
Pangasinan,Dasol,1105,Gainers
Pangasinan,Anda,284,Gainers
Quezon,Lucena City,35680,Gainers
Quezon,Sariaya,18862,Gainers
Quezon,Candelaria,16278,Gainers
Quezon,Tiaong,15944,Gainers
Quezon,Tayabas City,10242,Gainers
Quezon,Infanta,9595,Gainers
Quezon,Lucban,7689,Gainers
Quezon,Calauag,6872,Gainers
Quezon,Pagbilao,6850,Gainers
Quezon,San Francisco,6451,Gainers
Quezon,Mauban,6317,Gainers
Quezon,Catanauan,5528,Gainers
Quezon,General Nakar,5016,Gainers
Quezon,Gumaca,4980,Gainers
Quezon,Buenavista,4956,Gainers
Quezon,Real,4309,Gainers
Quezon,San Andres,4088,Gainers
Quezon,San Antonio,3950,Gainers
Quezon,Dolores,3908,Gainers
Quezon,Mulanay,3900,Gainers
Quezon,San Narciso,3337,Gainers
Quezon,Lopez,3070,Gainers
Quezon,Tagkawayan,2816,Gainers
Quezon,General Luna,2434,Gainers
Quezon,Atimonan,2423,Gainers
Quezon,Burdeos,1834,Gainers
Quezon,Unisan,1661,Gainers
Quezon,Alabat,1645,Gainers
Quezon,Padre Burgos,1284,Gainers
Quezon,Panukulan,1148,Gainers
Quezon,Macalelon,1094,Gainers
Quezon,Quezon,1045,Gainers
Quezon,Guinayangan,1026,Gainers
Quezon,Jomalig,980,Gainers
Quezon,Perez,920,Gainers
Quezon,Patnanungan,768,Gainers
Quezon,Pitogo,690,Gainers
Quezon,Agdangan,616,Gainers
Quezon,Polillo,571,Gainers
Quezon,Sampaloc,414,Gainers
Quezon,Plaridel,87,Gainers
Quirino,Nagtipunan,4249,Gainers
Quirino,Diffun,2759,Gainers
Quirino,Maddela,2381,Gainers
Quirino,Cabarroguis,1652,Gainers
Quirino,Saguday,889,Gainers
Quirino,Aglipay,742,Gainers
Rizal,San Mateo,27917,Gainers
Rizal,Rodriguez,10313,Gainers
Rizal,Baras,9214,Gainers
Rizal,Taytay,8216,Gainers
Rizal,Cainta,7517,Gainers
Rizal,Teresa,6879,Gainers
Rizal,Cardona,3334,Gainers
Rizal,Morong,2739,Gainers
Rizal,Jala-jala,2418,Gainers
Rizal,Tanay,2404,Gainers
Rizal,Pililla,1511,Gainers
Rizal,Binangonan,1115,Gainers
Rizal,Antipolo City,-26265,Losers
Rizal,Angono,-6278,Losers
Romblon,Odiongan,3889,Gainers
Romblon,Romblon,2326,Gainers
Romblon,Cajidiocan,1336,Gainers
Romblon,San Agustin,981,Gainers
Romblon,San Andres,837,Gainers
Romblon,Ferrol,827,Gainers
Romblon,Calatrava,788,Gainers
Romblon,Alcantara,712,Gainers
Romblon,Looc,710,Gainers
Romblon,Magdiwang,592,Gainers
Romblon,San Jose,444,Gainers
Romblon,Santa Maria,319,Gainers
Romblon,Santa Fe,298,Gainers
Romblon,Banton,-283,Losers
Romblon,Corcuera,-186,Losers
Romblon,Concepcion,-184,Losers
Romblon,San Fernando,-148,Losers
Samar,Calbayog City,24308,Gainers
Samar,Santa Margarita,6276,Gainers
Samar,Basey,4722,Gainers
Samar,Catbalogan City,4294,Gainers
Samar,Gandara,3519,Gainers
Samar,San Jorge,2760,Gainers
Samar,Tarangnan,2635,Gainers
Samar,Paranas,2155,Gainers
Samar,Villareal,1817,Gainers
Samar,Santa Rita,1746,Gainers
Samar,Santo Nino,1377,Gainers
Samar,Calbiga,1319,Gainers
Samar,San Sebastian,1235,Gainers
Samar,Almagro,1225,Gainers
Samar,Motiong,1220,Gainers
Samar,Hinabangan,841,Gainers
Samar,San Jose de Buan,588,Gainers
Samar,Jiabong,579,Gainers
Samar,Pinabacdao,392,Gainers
Samar,Matuguinao,281,Gainers
Samar,Zumarraga,163,Gainers
Samar,Talalora,156,Gainers
Samar,Marabut,-430,Losers
Samar,Tagapul-an,-331,Losers
Samar,Pagsanghan,-261,Losers
Samar,Daram,-176,Losers
Sarangani,Glan,12493,Gainers
Sarangani,Alabel,7800,Gainers
Sarangani,Malapatan,5305,Gainers
Sarangani,Maasim,5289,Gainers
Sarangani,Kiamba,465,Gainers
Sarangani,Maitum,-2804,Losers
Sarangani,Malungon,-1274,Losers
Siquijor,Siquijor,1543,Gainers
Siquijor,San Juan,1315,Gainers
Siquijor,Lazi,770,Gainers
Siquijor,Enrique Villanueva,706,Gainers
Siquijor,Larena,470,Gainers
Siquijor,Maria,375,Gainers
Sorsogon,Sorsogon City,14084,Gainers
Sorsogon,Bulan,8992,Gainers
Sorsogon,Donsol,5017,Gainers
Sorsogon,Irosin,5015,Gainers
Sorsogon,Pilar,4539,Gainers
Sorsogon,Castilla,3776,Gainers
Sorsogon,Matnog,3466,Gainers
Sorsogon,Gubat,3440,Gainers
Sorsogon,Juban,2837,Gainers
Sorsogon,Casiguran,2306,Gainers
Sorsogon,Prieto Diaz,2018,Gainers
Sorsogon,Magallanes,1971,Gainers
Sorsogon,Barcelona,1104,Gainers
Sorsogon,Santa Magdalena,949,Gainers
Sorsogon,Bulusan,610,Gainers
South Cotabato,General Santos City,67348,Gainers
South Cotabato,Koronadal City,17904,Gainers
South Cotabato,Polomolok,14856,Gainers
South Cotabato,Lake Sebu,10057,Gainers
South Cotabato,T'boli,5729,Gainers
South Cotabato,Banga,5223,Gainers
South Cotabato,Tupi,5085,Gainers
South Cotabato,Tampakan,3466,Gainers
South Cotabato,Surallah,3128,Gainers
South Cotabato,Tantangan,2516,Gainers
South Cotabato,Norala,1818,Gainers
South Cotabato,Santo Nino,564,Gainers
Southern Leyte,Bontoc,1462,Gainers
Southern Leyte,Silago,1257,Gainers
Southern Leyte,San Francisco,1109,Gainers
Southern Leyte,San Juan,1097,Gainers
Southern Leyte,Hinunangan,694,Gainers
Southern Leyte,Hinundayan,598,Gainers
Southern Leyte,Macrohon,578,Gainers
Southern Leyte,Pintuyan,558,Gainers
Southern Leyte,Saint Bernard,396,Gainers
Southern Leyte,Maasin City,330,Gainers
Southern Leyte,Anahawan,305,Gainers
Southern Leyte,Libagon,279,Gainers
Southern Leyte,Padre Burgos,132,Gainers
Southern Leyte,Tomas Oppus,127,Gainers
Southern Leyte,San Ricardo,100,Gainers
Southern Leyte,Malitbog,11,Gainers
Southern Leyte,Liloan,-744,Losers
Southern Leyte,Sogod,-605,Losers
Southern Leyte,Limasawa,-16,Losers
Sultan Kudarat,Isulan,17121,Gainers
Sultan Kudarat,Lebak,9616,Gainers
Sultan Kudarat,Lambayong,9130,Gainers
Sultan Kudarat,Esperanza,8897,Gainers
Sultan Kudarat,Palimbang,7686,Gainers
Sultan Kudarat,Lutayan,5258,Gainers
Sultan Kudarat,Kalamansig,4863,Gainers
Sultan Kudarat,President Quirino,4703,Gainers
Sultan Kudarat,Tacurong City,4477,Gainers
Sultan Kudarat,Sen. Ninoy Aquino,4153,Gainers
Sultan Kudarat,Columbio,3533,Gainers
Sultan Kudarat,Bagumbayan,1936,Gainers
Sulu,Parang,15924,Gainers
Sulu,Patikul,12942,Gainers
Sulu,Maimbung,9764,Gainers
Sulu,Luuk,9051,Gainers
Sulu,Old Panamao,8518,Gainers
Sulu,Tapul,8052,Gainers
Sulu,Talipao,6933,Gainers
Sulu,Siasi,4565,Gainers
Sulu,Omar,4288,Gainers
Sulu,Lugus,4124,Gainers
Sulu,Panglima Estino,1619,Gainers
Sulu,Pangutaran,1324,Gainers
Sulu,Indanan,934,Gainers
Sulu,Hadji Panglima Tahil,931,Gainers
Sulu,Kalingalan Caluang,598,Gainers
Sulu,Pata,578,Gainers
Sulu,Tongkil,194,Gainers
Sulu,Jolo,-1907,Losers
Sulu,Pandami,-274,Losers
Surigao Del Norte,General Luna,6082,Gainers
Surigao Del Norte,Claver,4806,Gainers
Surigao Del Norte,Surigao City,4436,Gainers
Surigao Del Norte,Dapa,3793,Gainers
Surigao Del Norte,Gigaquit,2020,Gainers
Surigao Del Norte,San Francisco,1919,Gainers
Surigao Del Norte,Santa Monica,1713,Gainers
Surigao Del Norte,Bacuag,1588,Gainers
Surigao Del Norte,Alegria,1539,Gainers
Surigao Del Norte,San Isidro,1393,Gainers
Surigao Del Norte,Socorro,1260,Gainers
Surigao Del Norte,Malimono,1172,Gainers
Surigao Del Norte,Del Carmen,1151,Gainers
Surigao Del Norte,Sison,1086,Gainers
Surigao Del Norte,Tagana-an,979,Gainers
Surigao Del Norte,Placer,948,Gainers
Surigao Del Norte,San Benito,894,Gainers
Surigao Del Norte,Pilar,792,Gainers
Surigao Del Norte,Mainit,757,Gainers
Surigao Del Norte,Tubod,728,Gainers
Surigao Del Norte,Burgos,695,Gainers
Surigao Del Sur,Bislig City,9364,Gainers
Surigao Del Sur,Tandag City,8225,Gainers
Surigao Del Sur,Barobo,7299,Gainers
Surigao Del Sur,Tagbina,4345,Gainers
Surigao Del Sur,Hinatuan,4072,Gainers
Surigao Del Sur,San Miguel,3824,Gainers
Surigao Del Sur,Lianga,3772,Gainers
Surigao Del Sur,Carrascal,2900,Gainers
Surigao Del Sur,Cantilan,2606,Gainers
Surigao Del Sur,Tago,2521,Gainers
Surigao Del Sur,San Agustin,2519,Gainers
Surigao Del Sur,Madrid,2500,Gainers
Surigao Del Sur,Marihatag,2335,Gainers
Surigao Del Sur,Lingig,2238,Gainers
Surigao Del Sur,Cortes,1497,Gainers
Surigao Del Sur,Cagwait,1280,Gainers
Surigao Del Sur,Bayabas,781,Gainers
Surigao Del Sur,Lanuza,644,Gainers
Surigao Del Sur,Carmen,374,Gainers
Tarlac,Tarlac City,22650,Gainers
Tarlac,Capas,17097,Gainers
Tarlac,Concepcion,15094,Gainers
Tarlac,Bamban,6497,Gainers
Tarlac,La Paz,5992,Gainers
Tarlac,Gerona,5125,Gainers
Tarlac,San Jose,4319,Gainers
Tarlac,Victoria,3615,Gainers
Tarlac,Moncada,3220,Gainers
Tarlac,Paniqui,2698,Gainers
Tarlac,Santa Ignacia,2463,Gainers
Tarlac,Camiling,1871,Gainers
Tarlac,Ramos,1841,Gainers
Tarlac,Pura,1758,Gainers
Tarlac,Mayantoc,1504,Gainers
Tarlac,San Manuel,1325,Gainers
Tarlac,Anao,257,Gainers
Tarlac,San Clemente,213,Gainers
Tawi-Tawi,Bongao,11566,Gainers
Tawi-Tawi,Sapa-Sapa,7316,Gainers
Tawi-Tawi,Languyan,4122,Gainers
Tawi-Tawi,Sitangkai,4095,Gainers
Tawi-Tawi,Tandubas,3106,Gainers
Tawi-Tawi,Turtle Islands,2858,Gainers
Tawi-Tawi,Simunul,2719,Gainers
Tawi-Tawi,South Ubian,2696,Gainers
Tawi-Tawi,Mapun,2581,Gainers
Tawi-Tawi,Sibutu,2499,Gainers
Tawi-Tawi,Panglima Sugala,1655,Gainers
Zambales,Iba,5328,Gainers
Zambales,Masinloc,5216,Gainers
Zambales,Botolan,4858,Gainers
Zambales,Castillejos,4778,Gainers
Zambales,Santa Cruz,3195,Gainers
Zambales,Palauig,2696,Gainers
Zambales,Subic,2676,Gainers
Zambales,Candelaria,2528,Gainers
Zambales,Cabangan,2256,Gainers
Zambales,San Marcelino,2210,Gainers
Zambales,San Antonio,2012,Gainers
Zambales,San Felipe,2001,Gainers
Zambales,San Narciso,580,Gainers
Zambales,Olongapo City,-3922,Losers
Zamboanga Del Norte,Dapitan City,18168,Gainers
Zamboanga Del Norte,Dipolog City,13370,Gainers
Zamboanga Del Norte,Sindangan,9764,Gainers
Zamboanga Del Norte,Sibuco,9655,Gainers
Zamboanga Del Norte,Siayan,6430,Gainers
Zamboanga Del Norte,Katipunan,5954,Gainers
Zamboanga Del Norte,Labason,4612,Gainers
Zamboanga Del Norte,Gutalac,4174,Gainers
Zamboanga Del Norte,Pres. Manuel A. Roxas,3739,Gainers
Zamboanga Del Norte,Polanco,3439,Gainers
Zamboanga Del Norte,Jose Dalman,2930,Gainers
Zamboanga Del Norte,"Sergio Osmena, Sr.",2770,Gainers
Zamboanga Del Norte,Bacungan,2438,Gainers
Zamboanga Del Norte,Rizal,2403,Gainers
Zamboanga Del Norte,Siocon,2281,Gainers
Zamboanga Del Norte,Manukan,1867,Gainers
Zamboanga Del Norte,Mutia,1316,Gainers
Zamboanga Del Norte,Tampilisan,976,Gainers
Zamboanga Del Norte,Salug,891,Gainers
Zamboanga Del Norte,Sibutad,760,Gainers
Zamboanga Del Norte,Kalawit,720,Gainers
Zamboanga Del Norte,Liloy,625,Gainers
Zamboanga Del Norte,Pinan,597,Gainers
Zamboanga Del Norte,Godod,592,Gainers
Zamboanga Del Norte,La Libertad,61,Gainers
Zamboanga Del Norte,Sirawai,-3344,Losers
Zamboanga Del Norte,Baliguian,-721,Losers
Zamboanga Del Sur,Pagadian City,26429,Gainers
Zamboanga Del Sur,Zamboanga City,15523,Gainers
Zamboanga Del Sur,Guipos,5800,Gainers
Zamboanga Del Sur,Mahayag,2879,Gainers
Zamboanga Del Sur,Aurora,2835,Gainers
Zamboanga Del Sur,Kumalarang,2739,Gainers
Zamboanga Del Sur,Dumingag,2579,Gainers
Zamboanga Del Sur,San Miguel,2555,Gainers
Zamboanga Del Sur,Tukuran,2366,Gainers
Zamboanga Del Sur,Midsalip,2288,Gainers
Zamboanga Del Sur,Labangan,2211,Gainers
Zamboanga Del Sur,Tabina,2026,Gainers
Zamboanga Del Sur,Dumalinao,2002,Gainers
Zamboanga Del Sur,Tambulig,1784,Gainers
Zamboanga Del Sur,Molave,1631,Gainers
Zamboanga Del Sur,Dimataling,1551,Gainers
Zamboanga Del Sur,Bayog,1457,Gainers
Zamboanga Del Sur,Vincenzo A. Sagun,1441,Gainers
Zamboanga Del Sur,Lakewood,1356,Gainers
Zamboanga Del Sur,Tigbao,1203,Gainers
Zamboanga Del Sur,Pitogo,1195,Gainers
Zamboanga Del Sur,San Pablo,1098,Gainers
Zamboanga Del Sur,Margosatubig,802,Gainers
Zamboanga Del Sur,Lapuyan,700,Gainers
Zamboanga Del Sur,Josefina,491,Gainers
Zamboanga Del Sur,Sominot,452,Gainers
Zamboanga Del Sur,Dinas,449,Gainers
Zamboanga Del Sur,Ramon Magsaysay,-264,Losers
Zamboanga Sibugay,Ipil,7255,Gainers
Zamboanga Sibugay,Tungawan,6765,Gainers
Zamboanga Sibugay,Imelda,2613,Gainers
Zamboanga Sibugay,Titay,2195,Gainers
Zamboanga Sibugay,Olutanga,1814,Gainers
Zamboanga Sibugay,Mabuhay,1700,Gainers
Zamboanga Sibugay,Diplahan,1431,Gainers
Zamboanga Sibugay,Kabasalan,1283,Gainers
Zamboanga Sibugay,Roseller T. Lim,1275,Gainers
Zamboanga Sibugay,Payao,1172,Gainers
Zamboanga Sibugay,Talusan,1044,Gainers
Zamboanga Sibugay,Malangas,1009,Gainers
Zamboanga Sibugay,Naga,146,Gainers
Zamboanga Sibugay,Alicia,-889,Losers
Zamboanga Sibugay,Buug,-856,Losers
Zamboanga Sibugay,Siay,-60,Losers
